InvoiceDate,ClNumber,Portfolio,Total,Downpayment,Subsidy,InitialCreditAmount,ProductMix,Days Overdue as of 01.08,OverdueInstallmentsAmount,OverdueInstallments,DaysTillNextPayment,Branch,Balanceas of 01.08,Days Overdue as of 01.05,Overdue Amount,Manager,Contact updated,Current address updated,System located at indicated address,Client knows he has a debt,Client knows the amount of a debt,Client willing and capable to pay,Amount a client can pay this month,Last payment date,Last payment amount,Last payment method,Client knows the options of paying,The system is working,Date of the last contact by staff,Category
5/15/2020,B158DG00546,Sec/Third T,12421.875,1246.875,0,11175,Home System,152,8056.25,6,30,,8056.25,,8056.25,,,,,,,,,,,,,,,
6/4/2020,C159F804662,Sec/Third T,13918.75,2093.75,0,11825,Home System,0,337.8125,0,0,,337.8125,,337.8125,,,,,,,,,,,,,,,
6/10/2020,A160FB06610,Sec/Third T,8337.5,837.5,0,7500,Home System,312,14675,10,23,,7337.5,,14675,,,,,,,,,,,,,,,
6/5/2020,B161AB04253,Sec/Third T,10212.5,1250,0,8962.5,Home System,288,10768.4375,9,16,,10768.4375,,10768.4375,,,,,,,,,,,,,,,
6/4/2020,C162D503201,Sec/Third T,5584.375,559.375,0,5025,Home System,469,23618.75,1,78,,26106.25,,23618.75,,,,,,,,,,,,,,,
5/18/2020,A163AA06047,Sec/Third T,12171.875,1221.875,0,10950,Home System,272,1406.25,9,1,,1121.875,,1328.125,,,,,,,,,,,,,,,
5/13/2020,B164F804665,Sec/Third T,8778.125,3153.125,0,5625,Home System,5,1615.625,1,0,,1615.625,,1615.625,,,,,,,,,,,,,,,
6/11/2020,C165L702521,First T,18314.68438,0.315625,0,18314.36875, Component ,320,2487.5,3,0,,2487.5,,2487.5,,,,,,,,,,,,,,,
6/5/2020,A166L702521,First T,22166.86875,0.315625,0,22166.55313,Large Home System,320,768.75,3,0,,768.75,,768.75,,,,,,,,,,,,,,,
6/4/2020,B167HA05153,Sec/Third T,33854.3625,24378.1125,0,9476.25,Large Home System,0,16487.5,0,0,,15862.5,,15862.5,,,,,,,,,,,,,,,
5/28/2020,C168F804669,Sec/Third T,8987.5,1562.5,0,7425,Home System,201,84.375,6,11,,84.375,,84.375,,,,,,,,,,,,,,,
5/18/2020,A169DG00547,Sec/Third T,41203.12188,4150,0,37053.12188,Large Home System,302,786.5625,10,2,,786.5625,,786.5625,,,,,,,,,,,,,,,
6/4/2020,B170E205817,Sec/Third T,12178.125,1228.125,0,10950,Home System,256,4688.125,8,17,,4688.125,,4688.125,,,,,,,,,,,,,,,
6/5/2020,C171AB0114,Sec/Third T,9578.125,1253.125,0,8325,Home System,76,975,2,16,,846.875,,975,,,,,,,,,,,,,,,
6/5/2020,A172AB04255,Sec/Third T,13090.625,1315.625,0,11775,Home System,166,12556.25,5,16,,18768.75,,13443.75,,,,,,,,,,,,,,,
6/16/2020,B173D507060,Sec/Third T,12425,1250,0,11175,Home System,212,15793.75,7,0,,19950,,16625,,,,,,,,,,,,,,,
2/28/2019,C174M100708,Sec/Third T,80396.875,0,0,80396.875,Nonstandard System,0,11353.125,0,0,,11353.125,,11353.125,,,,,,,,,,,,,,,
2/28/2019,A175M100705,Sec/Third T,138738.375,0,0,138738.375,Nonstandard System,0,6756.5625,0,0,,6756.5625,,6756.5625,,,,,,,,,,,,,,,
2/28/2019,B176FB05120,Sec/Third T,76934.375,38468.75,0,38465.625,Nonstandard System,237,2318.75,15,5,,2318.75,,2318.75,,,,,,,,,,,,,,,
3/31/2019,C177M100719,First T,147128.125,0.315625,0,147127.8094,Nonstandard System,154,11540,4,0,,11540,,11540,,,,,,,,,,,,,,,
2/28/2019,A178K701149,Sec/Third T,106844.0625,52923.60938,0,53920.45313,Nonstandard System,0,0,0,0,,468.75,,0,,,,,,,,,,,,,,,
4/30/2019,B179FB05378,First T,31682.8125,7108.4375,0,24574.375,Nonstandard System,0,2943.75,0,0,,2943.75,,2943.75,,,,,,,,,,,,,,,
4/30/2019,C180M100740,First T,687500.5938,0.315625,0,687500.2781,Nonstandard System,0,1568.75,0,0,,1265.625,,1568.75,,,,,,,,,,,,,,,
5/23/2019,A181M100719,First T,12550,0.315625,0,12549.68438,Nonstandard System,154,15330.625,4,0,,15330.625,,15330.625,,,,,,,,,,,,,,,
5/31/2019,B182G803689,First T,28088.4375,0.315625,0,28088.12188,Nonstandard System,0,4415.625,0,0,,4415.625,,4415.625,,,,,,,,,,,,,,,
6/14/2019,C183FB05455,Sec/Third T,67275,7500,0,59775,Nonstandard System,595,5440.625,1,0,,5440.625,,5440.625,,,,,,,,,,,,,,,
6/17/2019,A184FB05456,Sec/Third T,67275,7500,0,59775,Nonstandard System,0,12150,0,0,,12150,,12150,,,,,,,,,,,,,,,
7/26/2019,B185M100719,First T,98217.1875,0.315625,0,98216.87188,Nonstandard System,154,4170.625,4,0,,4170.625,,4170.625,,,,,,,,,,,,,,,
7/25/2019,C186M100783,First T,31285.3125,0.315625,0,31284.99688,Nonstandard System,136,450,1,0,,450,,450,,,,,,,,,,,,,,,
7/27/2019,A187M100783,First T,44482.8125,0.315625,0,44482.49688,Nonstandard System,136,7065.9375,1,0,,7065.9375,,7065.9375,,,,,,,,,,,,,,,
7/25/2019,B188M100783,First T,47833.75,0.315625,0,47833.43438,Nonstandard System,136,7312.5,1,0,,7312.5,,7312.5,,,,,,,,,,,,,,,
7/27/2019,C189M100783,First T,45086.875,0.315625,0,45086.55938,Nonstandard System,136,10256.5625,1,0,,10256.5625,,10256.5625,,,,,,,,,,,,,,,
6/24/2019,A190FB05120,Sec/Third T,18694.0625,2718.75,0,15975.3125,Nonstandard System,237,15496.875,15,5,,15496.875,,15496.875,,,,,,,,,,,,,,,
7/25/2019,B191M100751,Sec/Third T,11425,6250,0,5175,Nonstandard System,478,16512.5,6,0,,20047.5,,17690.625,,,,,,,,,,,,,,,
7/25/2019,C192M100789,First T,35987.5,0.315625,0,35987.18438,Nonstandard System,0,15600,0,0,,19784.6875,,16437.5,,,,,,,,,,,,,,,
6/3/2019,A193G904541,Sec/Third T,120711.5625,79575,0,41136.5625,Nonstandard System,0,11710,0,0,,11710,,11710,,,,,,,,,,,,,,,
7/25/2019,B194M100789,First T,4029.590625,0.315625,0,4029.275,Nonstandard System,0,887.5,0,0,,887.5,,887.5,,,,,,,,,,,,,,,
7/27/2019,C195M100783,First T,44154.0625,0.315625,0,44153.74688,Nonstandard System,136,1525,1,0,,1525,,1525,,,,,,,,,,,,,,,
8/31/2019,A196M100719,First T,2378.125,0.315625,0,2377.809375,Nonstandard System,154,1221.875,4,0,,1078.125,,1221.875,,,,,,,,,,,,,,,
7/30/2019,B197K800322,First T,23750,18750,0,5000,Nonstandard System,595,14163.125,2,0,,13703.75,,14163.125,,,,,,,,,,,,,,,
8/31/2019,C198M100719,First T,12550,0.315625,0,12549.68438,Nonstandard System,154,10780.9375,4,0,,15287.8125,,10780.9375,,,,,,,,,,,,,,,
9/27/2019,A199L701746,First T,37503.125,0.315625,0,37502.80938,Nonstandard System,197,3133.125,7,15,,3133.125,,3133.125,,,,,,,,,,,,,,,
8/31/2019,B200FB05455,First T,37468.75,7500,9368.75,20600,Nonstandard System,595,14815.62188,1,0,,14815.62188,,14815.62188,,,,,,,,,,,,,,,
8/31/2019,C201FB05456,First T,40375,7500,10093.75,22781.25,Nonstandard System,0,12446.875,0,0,,17243.75,,13406.25,,,,,,,,,,,,,,,
9/27/2019,A202FB05378,First T,54456.25,7108.4375,12968.75,34379.0625,Nonstandard System,0,11756.25,0,0,,11756.25,,11756.25,,,,,,,,,,,,,,,
8/31/2019,B203K800322,First T,34125,18750,8531.25,6843.75,Nonstandard System,595,24.375,2,0,,24.375,,24.375,,,,,,,,,,,,,,,
8/22/2019,C204FC06876,First T,120853.125,59240.625,0,61612.5,Nonstandard System,0,5484.375,0,0,,8775,,5850,,,,,,,,,,,,,,,
9/13/2019,A205K304702,First T,118561.5625,62906.25,0,55655.3125,Nonstandard System,0,8114.6875,0,0,,8114.6875,,8114.6875,,,,,,,,,,,,,,,
9/23/2019,B206D504507,First T,26125,2500,0,23625,Nonstandard System,573,9634.375,19,5,,10125,,10125,,,,,,,,,,,,,,,
10/31/2019,C207M100835,First T,292380.425,0.315625,0,292380.1094,Nonstandard System,0,14625,0,0,,15500,,15500,,,,,,,,,,,,,,,
11/18/2019,A208M100742,First T,377838.1313,191662.5,0,186175.6313,Nonstandard System,0,8937.5,0,0,,8937.5,,8937.5,,,,,,,,,,,,,,,
12/13/2019,B209K102829,Sec/Third T,87593.75,12568.75,15625,59400,Nonstandard System,0,16109.375,0,27,,21512.5,,17190.625,,,,,,,,,,,,,,,
12/5/2019,C210FB02089,First T,68262.5,15625,13653.125,38984.375,Nonstandard System,476,7125,1,0,,7125,,7125,,,,,,,,,,,,,,,
12/16/2019,A211FB05901,First T,65212.5,9375,0,55837.5,Nonstandard System,417,7125,1,0,,7125,,7125,,,,,,,,,,,,,,,
10/31/2019,B212K506447,First T,39114.0625,0.315625,0,39113.74688,Nonstandard System,533,7121.875,1,0,,9184.375,,7637.5,,,,,,,,,,,,,,,
2/3/2020,C213M100865,First T,31968.75,7993.75,0,23975,Nonstandard System,0,18843.75,0,0,,20002.1875,,20002.1875,,,,,,,,,,,,,,,
1/28/2020,A214G904844,Sec/Third T,20900,5937.5,0,14962.5,Nonstandard System,0,1612.5,0,0,,1612.5,,1612.5,,,,,,,,,,,,,,,
1/22/2020,B215M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,1579.6875,4,0,,6818.75,,1579.6875,,,,,,,,,,,,,,,
2/27/2020,C216M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,9312.5,4,0,,11175,,9778.125,,,,,,,,,,,,,,,
11/25/2019,A217M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,5037.5,4,0,,5037.5,,5037.5,,,,,,,,,,,,,,,
11/25/2019,B218M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,19631.25,4,0,,6952.621875,,19006.25,,,,,,,,,,,,,,,
11/25/2019,C219M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,24250,4,0,,28590.625,,24250,,,,,,,,,,,,,,,
11/25/2019,A220M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,11024.6875,4,0,,5011.534375,,11024.6875,,,,,,,,,,,,,,,
11/25/2019,B221M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,996.875,4,0,,890.625,,937.5,,,,,,,,,,,,,,,
11/29/2019,C222M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,3502.1875,4,0,,3502.1875,,3502.1875,,,,,,,,,,,,,,,
11/28/2019,A223M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,19631.25,4,0,,6952.621875,,19006.25,,,,,,,,,,,,,,,
11/26/2019,B224M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,2475,4,0,,2475,,2475,,,,,,,,,,,,,,,
11/26/2019,C225M100719,First T,21656.25,0.315625,0,21655.93438,Nonstandard System,154,6703.125,4,0,,6703.125,,6703.125,,,,,,,,,,,,,,,
11/30/2019,A226M100719,First T,12546.875,0.315625,0,12546.55938,Nonstandard System,154,2375,4,0,,2375,,2375,,,,,,,,,,,,,,,
11/27/2019,B227M100719,First T,21656.25,0.315625,0,21655.93438,Nonstandard System,154,7868.75,4,0,,3193.203125,,7868.75,,,,,,,,,,,,,,,
11/25/2019,C228M100719,First T,21656.25,0.315625,0,21655.93438,Nonstandard System,154,7868.75,4,0,,4506.796875,,7868.75,,,,,,,,,,,,,,,
11/27/2019,A229M100719,First T,21656.25,0.315625,0,21655.93438,Nonstandard System,154,100,4,0,,100,,100,,,,,,,,,,,,,,,
11/30/2019,B230L701746,Sec/Third T,57631.5625,5806.25,0,51825.3125,Nonstandard System,197,4012.5,7,15,,4012.5,,4012.5,,,,,,,,,,,,,,,
12/20/2019,C231B304794,Sec/Third T,6900,1875,0,5025,Nonstandard System,0,12220.9375,0,0,,2475,,13286.5625,,,,,,,,,,,,,,,
12/20/2019,A232H605489,First T,49125,33500,0,15625,Nonstandard System,502,23156.25,1,0,,29252.5,,24375,,,,,,,,,,,,,,,
12/23/2019,B233FB05901,First T,17812.5,0.315625,0,17812.18438,Nonstandard System,417,406.25,1,0,,406.25,,406.25,,,,,,,,,,,,,,,
1/22/2020,C234M100719,First T,4251.75,0.315625,0,4251.434375,Nonstandard System,154,15300,4,0,,16150,,16150,,,,,,,,,,,,,,,
12/18/2019,A235FC07329,First T,181912.5,90956.25,0,90956.25,Nonstandard System,0,13562.5,0,0,,15500,,14531.25,,,,,,,,,,,,,,,
12/31/2019,B236M100719,First T,2246.5,0.315625,0,2246.184375,Nonstandard System,154,1134.375,4,0,,1134.375,,1134.375,,,,,,,,,,,,,,,
12/14/2019,C237M100835,First T,241425.6531,0.315625,0,241425.3375,Nonstandard System,0,14475,0,0,,14475,,14475,,,,,,,,,,,,,,,
12/31/2019,A238FB06132,Sec/Third T,50371.875,18750,11971.875,19650,Nonstandard System,411,3312.5,17,0,,4281.25,,4281.25,,,,,,,,,,,,,,,
12/30/2019,B239M100742,First T,22760,0.315625,0,22759.68438,Nonstandard System,0,287.5,0,0,,287.5,,287.5,,,,,,,,,,,,,,,
12/31/2019,C240FB05926,Sec/Third T,45542.18125,4590.625,0,40951.55625,Nonstandard System,259,12637.5,9,14,,17075,,13525,,,,,,,,,,,,,,,
1/31/2020,A241K800322,Sec/Third T,4062.5,3125,0,937.5,Nonstandard System,595,12637.5,2,0,,17075,,13525,,,,,,,,,,,,,,,
2/25/2020,B242K507288,First T,86678.0875,0.315625,0,86677.77188,Nonstandard System,0,7259.375,0,0,,10312.5,,7868.75,,,,,,,,,,,,,,,
2/8/2020,C243E105063,Sec/Third T,20918.475,9178.125,0,11740.35,Nonstandard System,0,1715.625,0,0,,1403.125,,1403.125,,,,,,,,,,,,,,,
1/30/2020,A244F104896,Sec/Third T,44043.75,6250,8318.75,29475,Nonstandard System,0,4234.6875,0,75,,4111.71875,,4234.6875,,,,,,,,,,,,,,,
3/31/2020,B245F702190,Sec/Third T,31812.5,13962.5,0,17850,Nonstandard System,324,4234.6875,11,0,,4111.71875,,4234.6875,,,,,,,,,,,,,,,
2/22/2020,C246F80110,Sec/Third T,23575,10993.75,0,12581.25,Nonstandard System,0,33062.5,0,0,,45876.5625,,35625,,,,,,,,,,,,,,,
6/21/2019,A247E102577,Sec/Third T,4118.75,781.25,0,3337.5,One-tool system,0,37.5,0,0,,37.5,,37.5,,,,,,,,,,,,,,,
6/25/2019,B248H702709,Sec/Third T,4906.25,781.25,0,4125,One-tool system,544,6476.875,2,0,,15085,,7911.25,,,,,,,,,,,,,,,
7/11/2019,C249B20026,Sec/Third T,4221.875,509.375,0,3712.5,One-tool system,310,0,1,0,,468.75,,0,,,,,,,,,,,,,,,
6/30/2019,A250K302797,Sec/Third T,3596.875,896.875,0,2700,One-tool system,0,11363.75,0,0,,11363.75,,11363.75,,,,,,,,,,,,,,,
6/30/2019,B251E103625,Sec/Third T,4221.875,509.375,0,3712.5,One-tool system,381,10146.875,6,0,,18359.375,,11059.375,,,,,,,,,,,,,,,
7/31/2019,C252K504365,Sec/Third T,3300,937.5,0,2362.5,One-tool system,531,1365.625,8,0,,1365.625,,1365.625,,,,,,,,,,,,,,,
7/18/2019,A253A502213,Sec/Third T,4200,562.5,0,3637.5,One-tool system,0,1566.25,0,0,,1566.25,,1566.25,,,,,,,,,,,,,,,
6/30/2019,B254E70029,Sec/Third T,4221.875,509.375,0,3712.5,One-tool system,0,3026.875,0,0,,3026.875,,3026.875,,,,,,,,,,,,,,,
6/30/2019,C255E402272,Sec/Third T,4265.625,2203.125,0,2062.5,One-tool system,0,5627.1875,0,0,,5627.1875,,5627.1875,,,,,,,,,,,,,,,
6/30/2019,A256E102953,Sec/Third T,3737.5,1018.75,0,2718.75,One-tool system,0,4821.871875,0,0,,4821.871875,,4821.871875,,,,,,,,,,,,,,,
7/22/2019,B257AC0042,Sec/Third T,1278.125,153.125,0,1125,One-tool system,542,13028.125,9,0,,20071.875,,14034.375,,,,,,,,,,,,,,,
7/22/2019,C258A50387,Sec/Third T,5334.375,646.875,0,4687.5,One-tool system,0,8568.75,0,0,,13643.74688,,9203.125,,,,,,,,,,,,,,,
7/31/2019,A259L402377,Sec/Third T,4306.25,2000,0,2306.25,One-tool system,174,7671.86875,5,7,,5071.86875,,7671.86875,,,,,,,,,,,,,,,
9/27/2019,B260A10807,Sec/Third T,18015.625,1815.625,0,16200,One-tool system,0,7671.86875,0,9,B2,2600,20,7671.86875,MJK,yes,yes,yes,yes,yes,yes,not know,not sure,,bank,yes,yes,canont tell,CLIENT WILLING PAY OR LOCKDWN  
8/28/2019,C261H702234,Sec/Third T,2221.875,271.875,0,1950,One-tool system,597,2846.871875,12,0,,2846.871875,,2846.871875,,,,,,,,,,,,,,,
8/28/2019,A262F80134,Sec/Third T,3046.875,1415.625,0,1631.25,One-tool system,445,2846.871875,1,0,,2846.871875,,2846.871875,,,,,,,,,,,,,,,
8/27/2020,B263AG00229,Sec/Third T,10856.25,1250,2406.25,7200,Business system 1,231,0,8,11,,3242.184375,,181.25,,,,,,,,,,,,,,,
9/23/2019,C264L602242,Sec/Third T,16550,2375,0,14175,One-tool system,470,3114.36875,16,16,,3114.36875,,3114.36875,,,,,,,,,,,,,,,
9/23/2019,A265K102509,Sec/Third T,4093.75,493.75,0,3600,One-tool system,0,3512.5,0,0,,9221.871875,,4146.875,,,,,,,,,,,,,,,
6/12/2020,B266H70355,Sec/Third T,2684.375,321.875,0,2362.5,One-tool system,230,909.371875,7,0,,909.371875,,909.371875,,,,,,,,,,,,,,,
6/12/2020,C267H702033,Sec/Third T,2412.5,1118.75,0,1293.75,One-tool system,0,2446.871875,0,0,,2446.871875,,2446.871875,,,,,,,,,,,,,,,
5/20/2020,A268H604042,Sec/Third T,6325,1150,0,5175,One-tool system,58,14815.62188,2,3,B14,14815.62188,87,14815.62188,MJK,yes,yes,yes,no,NO,no,,last.months,160000=,bank,YES,YES,last.months,CLAIMS TO HAVE COMPLETED PAYMNT
6/4/2020,B269A10397,Sec/Third T,4200,937.5,0,3262.5,One-tool system,107,4937.5,4,13,B2,11743.74688,136,5693.75,,,,,,,,,,,,,,,NOT CONTACTED AT ALL 
5/17/2017,C270C10236,First Transh,12353.125,1000,2428.125,8925, Component ,430,1330.93125,8,0,B11,1330.93125,459,1330.93125,yes,yes,yes,yes,yes,961000,yes,200000,last month,200000,mobile money.,yes,yes,last month,CLIENT WILLING PAY OR LOCKDWN  
5/22/2017,A271F80181,First Transh,2068.75,687.5,650,731.25, Component ,1291,7588.121875,5,0,,7588.121875,,7588.121875,,,,,,,,,,,,,,,
5/3/2017,B272C102042,First Transh,6034.375,2065.625,1587.5,2381.25, Component ,0,5665.625,0,0,,12418.74688,,6128.125,,,,,,,,,,,,,,,
5/29/2017,C273L402074,First Transh,5509.375,506.25,1328.125,3675, Component ,0,9050,0,0,,17865.62188,,9650,,,,,,,,,,,,,,,
8/8/2017,A274HB0138,First Transh,3284.375,1034.375,900,1350, Component ,1043,13125.30625,13,0,B4,13125.30625,1072,13125.30625,MJK,yes,yes,,,,,,,,,,,,FRAUD OR AUDIT ISSUES 
6/15/2017,B275E60002,First Transh,5184.375,475,1259.375,3450, Component ,834,2495.93125,6,0,,2495.93125,,2495.93125,,,,,,,,,,,,,,,
6/19/2017,C276E40868,First Transh,5665.625,518.75,1359.375,3787.5, Component ,865,468.11875,2,0,,468.11875,,468.11875,,,,,,,,,,,,,,,
6/10/2017,A277D50444,First Transh,2509.375,818.75,753.125,937.5, Component ,0,0,0,0,,1173.4375,,0,,,,,,,,,,,,,,,
5/31/2017,B278L800170,First Transh,8846.875,1196.875,2062.5,5587.5, Component ,722,3.121875,6,0,,3.121875,,3.121875,,,,,,,,,,,,,,,
11/27/2017,C279L602353,Second Transh,24487.5,1996.875,4640.625,17850, Component ,1125,634.375,23,0,,5809.371875,,634.375,,,,,,,,,,,,,,,
6/21/2017,A280E50228,First Transh,4478.125,540.625,0,3937.5, Component ,0,0,0,0,,8346.871875,,0,,,,,,,,,,,,,,,
6/19/2017,B281CB0154,First Transh,4534.375,625,1134.375,2775, Component ,834,5771.875,7,0,,6543.746875,,5218.75,,,,,,,,,,,,,,,
6/14/2017,C282G802432,First Transh,3700,1875,1056.25,768.75, Component ,459,609.375,2,0,,609.375,,609.375,,,,,,,,,,,,,,,
7/26/2017,A283AA02350,First Transh,3796.875,459.375,0,3337.5, Component ,0,7084.375,0,0,,7084.375,,7084.375,,,,,,,,,,,,,,,
6/8/2017,B284AA02893,First Transh,3462.5,312.5,900,2250, Component ,0,1237.5,0,0,,1237.5,,1237.5,,,,,,,,,,,,,,,
6/12/2017,C285F102712,First T,5768.75,3343.75,1590.625,834.375, Component ,0,31.25,0,0,,31.25,,31.25,,,,,,,,,,,,,,,
6/21/2017,A286E40668,First Transh,2728.125,328.125,0,2400, Component ,0,5590.625,0,0,,5590.625,,5590.625,,,,,,,,,,,,,,,
6/30/2017,B287K302289,First Transh,57663.75,6250,12450,38963.75, Component ,0,3496.875,0,0,,3496.875,,3496.875,,,,,,,,,,,,,,,
6/30/2017,C288FC02911,First Transh,1156.25,312.5,0,843.75, Component ,0,3625,0,0,,3625,,3625,,,,,,,,,,,,,,,
8/29/2017,A289E502630,First Transh,3134.375,1034.375,900,1200, Component ,1158,7443.75,1,0,,7437.5,,7443.75,,,,,,,,,,,,,,,
5/31/2018,B290K302186,Second Transh,7368.75,2540.625,1903.125,2925, Component ,0,4497.1875,0,0,,4497.1875,,4497.1875,,,,,,,,,,,,,,,
8/14/2017,C291E10246,First Transh,6921.875,640.625,1631.25,4650, Component ,0,4593.75,0,0,,5093.75,,4593.75,,,,,,,,,,,,,,,
8/2/2017,A292AA0237,First Transh,3725,334.375,953.125,2437.5, Component ,0,756.25,0,0,,756.25,,756.25,,,,,,,,,,,,,,,
8/16/2017,B293E50075,First Transh,6212.5,571.875,1478.125,4162.5, Component ,1005,2868.4375,0,0,,3450,,3450,,,,,,,,,,,,,,,
10/20/2017,C294F70169,Second Transh,2300,937.5,0,1362.5, Component ,0,3750,0,0,,3750,,3750,,,,,,,,,,,,,,,
8/16/2017,A295E40847,First Transh,4431.25,403.125,1103.125,2925, Component ,796,318.75,2,0,,312.5,,318.75,,,,,,,,,,,,,,,
7/21/2014,B296L40127,First T,8718.75,0,0,8718.75, Component ,0,10650,0,0,,10650,,10650,,,,,,,,,,,,,,,
11/3/2017,C297K302483,Second Transh,3143.75,406.25,0,2737.5, Component ,1075,912.5,7,0,,912.5,,912.5,,,,,,,,,,,,,,,
8/15/2017,A298B50403,First Transh,2128.125,984.375,0,1143.75, Component ,0,4212.5,0,0,,3399.615625,,4212.5,,,,,,,,,,,,,,,
8/16/2017,B299F802761,First Transh,5546.875,781.25,1353.125,3412.5, Component ,796,4306.25,7,0,,4306.25,,4306.25,,,,,,,,,,,,,,,
9/13/2017,C300G802167,First Transh,9387.5,1137.5,0,8250, Component ,613,831.25,8,0,,831.25,,831.25,,,,,,,,,,,,,,,
9/21/2017,A301CB0234,First Transh,6115.625,484.375,1281.25,4350, Component ,184,968.75,1,0,,968.75,,968.75,,,,,,,,,,,,,,,
10/16/2017,B302E502733,Second Transh,6221.875,575,1484.375,4162.5, Component ,853,4003.125,1,0,,4003.125,,4003.125,,,,,,,,,,,,,,,
9/26/2017,C303DC0098,First Transh,3068.75,368.75,0,2700, Component ,731,454.890625,1,0,,914.265625,,673.640625,,,,,,,,,,,,,,,
11/4/2017,A304E402365,Second Transh,1925,137.5,512.5,1275, Component ,491,337.5,17,0,,337.5,,337.5,,,,,,,,,,,,,,,
11/7/2017,B305L402528,Second Transh,4584.375,425,1009.375,3150, Component ,576,9312.5,1,0,,9312.5,,9312.5,,,,,,,,,,,,,,,
11/17/2017,C306F702476,Second Transh,36487.5,7584.375,8634.375,20268.75, Component ,0,6945.3125,0,0,,6914.0625,,6945.3125,,,,,,,,,,,,,,,
12/20/2017,A307K302649,Second Transh,6643.75,531.25,1387.5,4725, Component ,557,56.25,19,0,,56.25,,56.25,,,,,,,,,,,,,,,
11/22/2017,B308E20352,Second Transh,13212.5,1243.75,2968.75,9000, Component ,0,1156.25,0,0,,1156.25,,1156.25,,,,,,,,,,,,,,,
12/8/2017,C309K302720,Second Transh,5346.875,490.625,1293.75,3562.5, Component ,927,3965.625,7,0,B24,3965.625,,3965.625,MMM,yes,yes,yes,yes,YES,no,,,,BANK,YES,NO,2 days back.,SERVICECASES BATTERIES WARRANTY
1/3/2018,A310G30131,Second Transh,1150,531.25,0,618.75, Component ,1049,756.25,0,0,,756.25,,756.25,,,,,,,,,,,,,,,
11/27/2017,B311F102940,Second Transh,10709.375,1296.875,0,9412.5, Component ,0,2096.875,0,0,,2096.875,,2096.875,,,,,,,,,,,,,,,
11/17/2017,C312K202644,Second Transh,3625,328.125,934.375,2362.5, Component ,871,1240.625,1,0,,1240.625,,1240.625,,,,,,,,,,,,,,,
10/30/2017,A313DC02002,Second Transh,4381.25,340.625,965.625,3075, Component ,752,128.125,8,0,,109.375,,128.125,,,,,,,,,,,,,,,
12/16/2017,B314C10128,Second Transh,2862.5,253.125,771.875,1837.5, Component ,891,387.5,1,0,,387.5,,387.5,,,,,,,,,,,,,,,
12/28/2017,C315A10590,Second Transh,2587.5,840.625,771.875,975, Component ,1093,2953.125,2,0,,2953.125,,2953.125,,,,,,,,,,,,,,,
11/13/2017,A316B50077,Second Transh,5362.5,750,0,4612.5, Component ,0,1481.25,0,0,,1481.25,,1481.25,,,,,,,,,,,,,,,
12/7/2017,B317F802520,Second Transh,11634.375,940.625,2293.75,8400, Component ,466,3659.375,1,0,,3659.375,,3659.375,,,,,,,,,,,,,,,
12/4/2017,C318L40135,Second Transh,5287.5,937.5,0,4350, Component ,0,959.375,0,0,,959.375,,959.375,,,,,,,,,,,,,,,
2/22/2018,A319K503110,Second Transh,15625,3125,3575,8925, Component ,495,2112.5,2,0,,2112.5,,2112.5,,,,,,,,,,,,,,,
3/15/2017,B320A102399,First Transh,23925,9375,6056.25,8493.75, Component ,0,1509.375,0,0,,1509.375,,1509.375,,,,,,,,,,,,,,,
2/6/2018,C321K302980,Second Transh,4537.5,412.5,1125,3000, Component ,0,3415.625,0,0,,3103.125,,3103.125,,,,,,,,,,,,,,,
1/30/2018,A322K302984,Second Transh,15409.375,1250,2984.375,11175, Component ,594,1715.625,20,15,B24,1403.125,,1403.125,MMM,yes,yes,yes,yes,YES,no,,Last year,He couldn’t remember,BANK,YES,NO,Last week,SERVICECASES BATTERIES WARRANTY
12/30/2017,B323K302986,Second Transh,8875,781.25,1793.75,6300, Component ,488,4481.25,11,0,,4481.25,,4481.25,,,,,,,,,,,,,,,
3/14/2018,C324K50056,Second Transh,14775,1390.625,3296.875,10087.5, Component ,501,5568.75,7,0,,5568.75,,5568.75,,,,,,,,,,,,,,,
3/12/2018,A325B302660,Second Transh,2478.125,531.25,709.375,1237.5, Component ,801,2346.875,1,0,,2346.875,,2346.875,,,,,,,,,,,,,,,
1/2/2018,B326K503255,Second Transh,6387.5,590.625,1521.875,4275, Component ,541,65.625,6,0,B19,55.3125,,65.625,MMM,yes,yes,yes,yes,YES,no,,Cluldnt not remember,,BANK,YES,NO,Last week,SERVICECASES BATTERIES WARRANTY
6/22/2018,C327K502833,Second Transh,8209.375,1250,1934.375,5025, Component ,805,2543.75,1,0,,2543.75,,2543.75,,,,,,,,,,,,,,,
12/27/2017,A328CB0292,Second Transh,3890.625,393.75,646.875,2850, Component ,814,6875,1,0,,6875,,6875,,,,,,,,,,,,,,,
